,text,y_true,y_RNN,y_SVC
63529,led lamp optic illus desk night light color function simpli visual flat especi dark thrill vision strong uniqu effect amaz home decor usb power connect comput laptop 3xaa batteri touch control red green blue yellow cyan pink white chang abl maintain one gradient cool gift good space kid friend love also perfect child bedroom bathroom offic etc simpl eleg design make person feel much specif materi acryl product 5x10 5x8 5cm weight 250g voltag base 5x3 7cm sourc includ note board side protect film plea put remov befor use due differ screen actual item may vari slight onlin imag measur method allow dimens deviat packag content cabl user manual english,16,12,16
80396,congratul communion card bag envelop,21,21,21
54228,easter sunday throw pillowcas sweet love squar cushion cover pillow case 493 appi specif style simpl fashion perfect place sofa coffe shop librari book store parti club materi cotton linen shape 45cm type plea allow slight deviat color measur understand thank packag includ 1pc,14,14,14
46319,notebook notepad notebookit decid quot classic work fabric gift wrap support 144cm 21cm featur excel durabl sturdi design cover pale yellow page front back high qualiti paper textur easi write thick enough,21,21,21
65956,leitz 21768 bind rod max page black import germani,21,21,21
36132,snapdragon lval fr094 commune,5,5,5
24825,priest king gor,25,25,18
81048,funko pop sherlock holm violin action figur,4,4,4
21437,boscher method day veri young singl booklet prefac chapron,0,0,19
38626,model airplan 4pcs new jjrc h37 quadcopt spare part propel protect cover scy70616102 generic aircraft frame,9,9,9
4011,cherri time organ ground coffe ethiopian mocha 250 temp de ceris moka general brand cafe product type packag descript,15,15,15
10621,wool ball home decor ornament kid blanket room parti decorhpp5071 woolhom featur 100 brand new high qualiti quantiti 1setperfect wed thanksgiv christma halloween birthday bridal shower materi paper 2mcan use ani shape cake celebrationpackag content 1pc,22,16,16
69734,intex ultra xtr frame round tubular swim pool kit 427 122 zeolit whole famili delight member design combin robust tripl thick liner offer trendi fit perfect garden assembl quick onli minut leav plenti time enjoy relax beauti day come mani accessori sand filter ladder remov step tarpaulin groundsheet shut valv dimens surfac 107 water volum 146 filtrat flow rate 4m3 instruct dvd provid manufactur warranti year,23,23,23
80394,tripl head artifici lili flower silk home wed decor 230 featur 100 brand new high qualiti materi plastic fabric length 57cm color yellow quantiti ha 1pc perfect parti garden offic cafe etc due differ monitor light effect actual item might slight shown pictur thank plea allow 2cm measur deviat manual packag content,16,16,16
67140,rectangular frame pool 220 150 28270np swim intex readi cool garden one punctur resist layer materi ensur increas strength durabl sturdi steel stabl construct set quick easili also easi maintain store use get enjoy beauti summer afternoon famili color blue dimens capac 662 liter full fill minut product suitabl child year pvc 100,23,23,23
13443,bunt banner birthday parti home decor indoor outdoor holiday tool 3302 decorationproduct descriptionthi great beauti multi color suitabl ani celebr occas 328 foot long 150 flag meet need add fun life durabl soft weather resist materi polyethylen plastic 22cm 35cm product total length 100 meter red pink blue green yellow packag includ nylon pennant,24,16,16
39416,reusabl stainless steel straw retract drink tool sold store zhufuwm product sell point metal sturdi eco friend daili use much better environ ditch dispos plastic ultra inch long two section separ merg fold pvc case waterproof fabric key ring take anywher made food grade non toxic bpa lead free without aftertast unbreak perfect replac plea wash warm water around temperatur minut befor avoid smell sinc ha diamet suitabl juic tea milk etc onc enjoy clean second offer soft wire brush fit insid make easi thorough scrub next specif materi includ bag,13,13,16
67454,xbox one sticker vinyl print includ control consol,2,2,2
3606,wii draw studio game without tablet,20,20,20
24603,herlitz max file natur plus lever back 50mm yellow binder spine width format special paper coat edg protect label glu qualiti finger loop fsc certifi co2 neutral blue angel 10841682 003,21,21,21
72421,1pcs butterfli 100x200cm sheer curtain door window eyelet bedroom live room cafe environment friend materi fine craft lightweight ha smooth hand feel eleg gauz pattern bring hazi beauti harmoni suitabl offic hotel decor also use background shop display piec onli plea order need color may differ due monitor settingsdescript item type tull 393x787inch process offset washabl polyest fiber instal method rod pocket pink purpl white black brown weight 70g appli direct rodfeatur top notch grace wonder packag includ without rope note 2cm error might exist manual measur kind understand deviat set provid best product servic ani problem let know solv asap thank veri much,14,14,14
44292,genesi rise download game note steam account internet connect requir activ use product three thousand year futur wa believ arriv savior human ha carv bloodi path across known univers consid themselv godlik race beyond reproach view alien inferior refus acknowledg infinit superior genom sever punish simpli destroy domin near form intellig life onli possibl creation exploit organid technolog base genet engin easili adapt enemi strategi introduc new gene virgin structur live machin featur real time set space combin best element role play player immers grip stori epic crusad soon forget multiplay mode accommod protagonist show map cooper allow two work togeth non linear campaign includ mission unlock accord choic twenti organ ship present customiz thank weapon equip offer build fleet system window minimum 2000 vista cpu pentium ghz ram 512 gpu geforc 4200 radeon 9500,26,26,26
30511,disney 101 dalmatian kid card,7,5,5
20122,review metaphys moral 2002,18,19,18
46857,guy gardner warrior n28 annual,19,0,0
41322,plain luminett sheer curtain 140 240 panel slight thicker veil background small tone weav pronounc darker color silver eyelet includ finish sever avail ivori white red anthracit characterist composit 100 polyest top round inner diamet bottom hem side readi instal sold individu,14,14,14
26052,black decker 1300w steam mop handheld cleaner fsmh13e10 bacteria kill easi use handi readi second accessori includ technic specif power 1300 weight water tank capac 380 cabl length heat time sec microfib pad level indic switch content carpet adapt window squeege cloth small brush wire long grout larg access,24,24,24
4097,french screen 1946 vivian romanc marcel herbier,18,19,19
24929,massena memoir volum book purchas product plea select colissimo mondial relay thank advanc,0,19,19
48726,yusha kuse namaikida jap import,1,1,1
14835,point view 2887 2003 stephani break taboo woman face aid charl strike back disappear guest letizia ortiz heir queen spain,18,18,18
41012,dolphin dyn transform 2010 swash nauti 9995675 assi origin pool robot,23,23,23
41252,electr cabl dolphin robot transform replac part piscin center compat,23,23,23
36798,great wall land number,0,0,19
7539,ecopratiqu drugstor citric acid,23,5,0
58445,2pcs solar panel pool heat black trap sun ray convert help keep warm increas temperatur water degre distribut channel return nice compat pump mount roof rack simpli laid floor deliveri includ gasket clamp hose connector dimens 620 requir power minimum 025 diamet materi polyethylen 100,23,23,23
63064,200 sheet raspberri speckl tissu paper silki natur shine 100 recycl renew plant fiber solid water base dye without fade,21,21,21
20611,antiqu copper planter,16,22,0
72876,pari price design coat rack 175cm oak technic inform dimens 175 materi solid product advantag contain hook high end finish excel stabil woodman made europ eco respons fsc certif mainten assembl clean cotton cloth dampen water wipe dri self instruct weight number packag color,13,13,13
65433,protect eva storag case nintendo switch poke ball plus one control hoeroie5164 hard custom made special design wa releas pokeman let pikachu edit eeve game must well accessori crush resist anti shock materi soft touch interior keep look good new outer shell make safer travel rain friend small compact easi hold hand take wherev scratch enter contract key coin etc fiber inner line bump drop onli also usb card put item earphon carri normal life specif product 75mm 125mm packag,2,2,2
